,movieName,movieYear,songName,songSinger,songMusic,songLyricist,songLyrics
1263,Thank You ,2011,Pyaar Do Pyaar Lo,Mika Singh,Pritam Chakraborty,Amitabh Bhattacharya,"Gul batti kamre ki ho jaaye to
Ho jaaye to, ho jaaye to to to
To Pyaar do pyaar lo
Arre bechain dil tharki ho jaaye to
Ho jaaye to, ho jaaye to
To pyaar do do, pyaar lo

Ho gul batti kamre ki ho jaaye
To pyaar do pyaar lo
Arre bechain dil tharki ho jaaye
To pyaar do, do, pyaar lo
Benamak, beasar ho daal jaisi agar
Benamak, beasar daal jaisi agar
Ghar ki murgi ho jaaye to
To pyaar do do, pyaar lo lo
To pyaar do do, pyaar lo
Ho pyaar do, ho pyaar lo

Ho dil to tabiyat se thoda sa shaukeen
Thoda sa rangeen hai
Par saat phehron ka pehra hai
Yeh mamla thoda sangeen hai
Hai husn ki khetiyan har taraf
Yaaron mauka hai, dastoor bhi
Phere nibhaayein ya kaatein fasal
Thoda confuse yeh scene hai

Ho sawan main dil mor ho jaaye to
Ho jaaye to, ho jaaye to to to
To pyaar do pyaar lo
Hai tanha yoon hi bore ho jaaye
To pyaar do pyaar lo
Bandishein tod kar bekaraari agar
Bandishein tod kar bekaraari agar
Badi jor ho jaaye to
Pyaar do do, pyaar lo lo
Pyaar do do, pyaar lo
Ho pyaar do, ho pyaar lo

Ho zung lag na jaaye
Jawani ise yaaron thodi ravaan to karo
Laddu jo phoote kabhi sabra toote
To tum na kisi se daro
Seene ke andhar jo armaan hain
Unko yoon kaid rehne na do
Aankhein faqat senkte raho
Uske aage bhi tum kuchh karo

Ho gul batti kamre ki ho jaaye to to
To pyaar do pyaar lo
Arre bechain dil tharki ho jaaye
To pyaar do, do, pyaar lo
Benamak, beasar ho daal jaisi agar
Benamak, beasar daal jaisi agar
Ghar ki murgi ho jaaye to
To pyaar do do, pyaar lo lo
To pyaar do do, pyaar lo
Ho pyaar do, ho pyaar lo
Ho pyaar do, ho pyaar lo
"
1264,Thank You ,2011,Pyaar Mein Ek Dil Ki Jeet Hai,"Neeraj Shridhar, Javed Ali",Pritam Chakraborty,Amitabh Bhattacharya,"Pyaar mein..... ek dil ki jeet haiEk dil ki haar haiHar dil hai mohra pyaar meinPyaar mein..... ek dil magrur haiEk gham se choor haiHar dil hai mohra pyaar meinKisi ke liye rab ki raza kisi ke liye hai gehri sazaDono chehre iske juda, hai maza pyar meinPyaar mein..... ek dil ki jeet haiEk dil ki haar haiHar dil hai mohra pyaar meinKehte hai pyaar woh hai kaanto ka haar jo haiYa fir kisi ke khatir rim jhim phuhar wo haiChingariyo ke jaisa dil ka malaal hai toTaqdeer main kisiki jashn e bahhaar woh haiEk sa kab iska roop hai,Ek pal yeh dhoop haiEk pal hai kohra pyar meinPyaar mein..... ek dil ki jeet haiEk dil ki haar haiHar dil hai mohra pyaar meinKisi ke liye ujli subah kisi ke liye kadvi jubanDono chehre iske juda, hai maza pyar meinMarz kabhi kabhi hai dawaKabhi hai aggan to kabhi hai dhuanDono chehre iske juda, hai maza pyar meinEk dil ka hausla hai, khushiyon ka silsila hai,Toko yeh dil bechaaraRookha hai dil jala haiTohfe mein yeh kisi ko dono jahan de deBadle mein kyon kisi ko afsos hi mila haiPankh hai kyun ek dil ke liyeAur dooje ke liye pehra pyaar meinPyaar mein..... ek dil ki jeet haiEk dil ki haar haiHar dil hai mohra pyaar meinKisi ke liye mehki hawa kisi ke liye hai sirf jafaaDono chehre iske juda, hai maza pyar meinMarz kabhi kabhi hai dawaKabhi hai aggan to kabhi hai dhuanDono chehre iske juda, hai maza pyar mein
"
1265,Thank You ,2011,My Heart is Beating,Sonu Nigam,Pritam Chakraborty,Kumaar,"Everybody everybody everybody say x 5

My heart is beating beating 
Beating beating beating night n day
Yeh aapko hai maaloom
Ke humko pyaar ho gaya hai
Aur hona tha jitna bhi intezar ho gaya hai
Dil aapke khaatir seene mein
Beemar ho gaya hai

Gar humse aap romance karein
Hum aapka dil se thanks karein
Gar humse aap romance karein
Hum aapka dil se thanks karein
Thank you for love baby, thank you for dawn
Thank you for right baby, thank you for wrong
Thank you gotta love somebody
Thank you now you gotta ride with me
Thank you song baby, thank you life long

Everybody everybody everybody say x 4

Apni to haalat hai yeh jogi jaisi
Chahat main marne waale rogi jaisi
Dhyaan zara sa hum pe de do abhi
Aage na jaane surat hogi kaisi
Haan dekho mere armaano se uthta hai dhuan
Gar humse aap romance karein
Hum aapka dil se thanks karein
Gar humse aap romance karein
Hum aapka dil se thanks karein

Hoye hum to deewane hain jee seedhe saadhe
Tumko paane ki dhun main ho gaye aadhe
Chala na jaaye yeh mahurat kahin
Jaldi se aake poore kardo vaade
Haan achcha mauka kho na jaaye
Kehta hai sama
Gar humse aap romance karein
Hum aapka dil se thanks karein
Gar humse aap romance karein
Hum aapka dil se thanks karein

My heart is beating beating 
Beating beating beating night n day
Yeh aapko hai maaloom
Ke humko pyaar ho gaya hai
Aur hona tha jitna bhi intezar ho gaya hai
Ho dil aapke khaatir seene mein
Beemar ho gaya hai

Gar humse aap romance karein
Hum aapka dil se thanks karein
Gar humse aap romance karein
Hum aapka dil se thanks karein
"
1266,Thank You ,2011,Full Volume,"Neeraj Shridhar, Richa Sharma",Pritam Chakraborty,Kumaar,"Pyar tera pa..pa..pa..pyar teraPyar tera pyar tera mujhe kheeche teri oreAisa chala tera zor, tera naam leke dil karta hai shorPyar tera pa..pa..pa..pyar teraPyar tera pyar tera mujhe kheeche teri oreAisa chala tera zor, tera naam leke dil karta hai shorRahe ishq ki harr dam Full volumeKoi kar na sake kam full volumeChup rehna hai mushkil aaa yaaer kare hum full volumeAa pyar karein hum aa yaar kare hum full volumePyar tera pyar tera mujhe kheeche teri oreAisa chala tera zor, tera naam leke dil karta hai shorPyar tera pyar tera mujhe kheeche teri oreAisa chala tera zor, tera naam leke dil karta hai shorWhat they say...Din ho ya raatein ho bas teri baateinMain bolun tujhe tujhe sunooTeri ore jaaye jo tujhse milaayeMain chunnu to woh raahein chunnuTeri taqdeero pe haathon ki lakeeron pe meri taqdeerein khatamTere bina kabhi jo saasein meri chali to saason ko main de doon kasamRab rakhe yunhi hum dam full volumeO baje dil ki yeh sargam full volumeAb dil se waadon ka ikraar kare hum full volumeAa pyaar kare hum ikraar kare hum full volumeAa pyaar kare humNain mere jaage yun neend meri bhaageHai tere peeche peeche kahiChain bhi yeh bole labon ko jab kholeKe tere bina rehna nahinJaane kya hua hai yeh tujhpe ruka haiYeh meri chahton ka safarHaan jo bhi yaha mera woh hone lagaTera hai tune kiya aisa asarrKare dhol bhi dum dum full volume lage kum ko yeh resham full volumeNa roke dhadkan ki raftar kare hum full volumeAa pyaar kare hum aa yaar kare hum full volumeAa pyaar kare humPyar tera pyar tera mujhe kheeche teri oreAisa chala tera zor, tera naam leke dil karta hai shorPyar tera pyar tera mujhe kheeche teri oreAisa chala tera zor, tera naam leke dil karta hai shor
"
1267,Thank You ,2011,Ke Razia,"Master Saleem, Ritu Pathak",Pritam Chakraborty,Ashish Pandit,"Kar gaya chaar sau beesi
Tujhko dekh ke dil yeh
Zaalim teen sau paihsath din mein
Ek din to tu mil le
Kar gaya chaar sau beesi
Tujhko dekh ke dil yeh
Zaalim teen sau paihsath din mein
Ek din to tu mil le

Galti se kal main inhein dekh ke jo
Yun hi zara sa hans gayi
Galti se kal main inhein dekh ke jo
Yun hi zara sa hans gayi
Allah bachaye meri jaan ki
Razia gundon mein phas gayi
Allah bachaye teri jaan ki
Razia gundon mein phas gayi

Ke razia za za za za x (4)

Haaye iska gulabi rang, iska kitabi ang
Aao zara nainon se padhein
Meri jawani par jaan bhi lutaa do gar
To bhi koi ghaata na pade

Iska gulabi rang, iska kitabi ang
Aao zara nainon se padhein
Haan meri jawani par jaan bhi lutaa do gar
To bhi koi ghaata na pade
Utra nahi ab tak zehar
Main is tarah se das gayi
Utra nahi ab tak zehar
Main is tarah se das gayi
Allah bachaaye meri jaan ke
Razia gundo mein phas gayi
Allah bachaye meri jaan ki
Razia gundon mein phas gayi
Allah bachaye teri jaan ki
Razia gundon mein phas gayi
Ho ho ho Allah bachaye teri jaan ki
Razia gundon mein phas gayi

Ho isko na sone denge
Kisi ka na hone denge
Kahin ka na chodenge ise
Haan aahein bhi na bharne denge
Uff bhi na karne denge
Bolo zara bologe kise

Haan isko na sone denge
Kisi ka na hone denge
Kahin ka na chodenge ise
Haan aa aa aahein bhi na bharne denge
Uff bhi na karne denge
Bolo zara bologe kise
Bachna mera mushkil hai main
Aaj to bas gayi
Bachna mera mushkil hai main
Aaj to bas gayi
Allah bachaaye meri jaan ke
Razia gundo mein phas gayi
Oye hoye hoye Allah bachaye teri jaan ki
Razia gundon mein phas gayi

Galti se kal main inhein dekh ke jo
Yun hi zara sa hans gayi
Galti se kal main inhein dekh ke jo
Yun hi zara sa hans gayi
Allah bachaye meri jaan ki
Razia gundon mein phas gayi
Allah bachaye teri jaan ki
Razia gundon mein phas gayi
Oye hoye hoye Allah bachaye teri jaan ki
Razia gundon mein phas gayi

Ke Razia, ke Razia x (3)
"
1268,The Dirty Picture ,2011,Ooh La La,"Bappi Lahiri, Shreya Ghoshal",Vishal Shekhar,Rajat Arora,"Chutki jo toone kaati hai
Chori se kaati hai yahan wahan
Roothi hoon, main tujhse roothi hoon
Mujhe mana le na o jaan-e-jaan
Chedenge hum tujhko
Ladki tu hai badi bumbaat
Ahaa ahaa ahaa

Ooh la la, ooh la la x 2
Tu hai meri fantasy
Chhoona na, chhoona na x 2
Ab main jawan ho gayi

Ooh la la, ooh la la x 2
Tu hai meri fantasy
Chhoona na, chhoona na x 2
Ab main jawan ho gayi
Arrey arrey arrey
Ooh la la, ooh la la x 2
Tu hai meri fantasy
Chhoona na, chhoona na x 2
Ab main jawan ho gayi

Haaye chhua jo toone to dil ne maari seeti
Dede in gaalon pe ek pappi meethi meethi
Ho ho chhua jo toone to dil ne maari seeti
Dede dede in gaalon pe ek pappi meethi meethi
Yauvan tera saavan bhara
Bheeg gaya dil yeh mera
Aaha toone hi barsat karaayi
Kya kare yeh yauan bechara bechara bechara

Ooh la la, ooh la la x 2
Tu hai meri fantasy
Na na na
Chhoona na, chhoona na x 2
Ab main jawan ho gayi
Aah ha ha ui maa
Aah ha ha ui maa

Gira ke apna pallu baar baar
Kar deti ho humko bekarar
Gira ke apna pallu baar baar
Kar deti ho humko bekarar
Aag lagaai toone tan mein
Kya kare yeh pallu bechara
Bechara, bechara, aa aaha ha
Chedenge hum tujhko
Ladki tu hai badi bumbaat
Uff oh

Ooh la la, ooh la la, chhodo na
Ooh la la, ooh la la
Tu hai meri fantasy
Hey hey chhoona na, chhoona na
Chhoona na, chhoona na
Ab main jawan ho gayi

Ooh la la, ooh la la x 2
Tu hai meri fantasy
Chhoona na, chhoona na x 2
Ab main jawan ho gayi
"
1269,The Dirty Picture ,2011,Honeymoon Ki Raat,Sunidhi Chauhan,Vishal Shekhar,Rajat Arora,"Honeymoon ki raat hoti hai
Main wohi raat hoon
Us raat mein jo baat hoti hai
Main wohi baat hoon
Hosh udha de jo dilbar ka
Main wohi sharab hoon
Kaam Dev ka sutra padha hai
Main wohi kitaab hoon
Main wohi kitaab hoon

Banjo si bajti hun
Khwaabon mein sajti hun
Kar le mere gentlemen kharabi zara
Whisky si chadhti hun
Hichki si phasti hun
Ban ja mere gentlemen sharabi zara
Bhool jaayein hum jo khud ko
Aisi may tu pila de zara

Kamre mein andhera kar
Aankhon ko khol de
Jo bhi hai tere dil mein
Chupke se mehfil mein
Kaanon mein bol de
Khatre ka dar na kar
Har hadd ko tod de
Zara sa aage badh tu
Na khud se aise lad tu
Sab mujhpe chhod de
Arre bura
Bhoola hai, rootha hai, chubhta hai
Dukhta hai sapna 
Woh jismein main na hun
Main hi main hun, mai ki main hun
Mujh mein may tu mila de zara

Har jalwa mera qaatil
Main hothon se dasti hun
Chhuri si chubti hun
Goli si lagti hoon, zehar si chadti hun
Har tan pe sajta hai jo
Main aisa sona hun
Jala ke jo na jale, bujha ke jo na bujhe
Main aisa shola hun
Hey jala..
Kala hai, maila hai, ganda hai, bala hai
Jeena woh jis mein main na hun
Main hi main hun, mai ki main hun
Mujh mein may tu mila de zara

Honeymoon ki raat hoti hai
Main wohi raat hoon
Haan us raat mein jo baat hoti hai
Main wohi baat hoon
Hosh udha de jo dilbar ka
Main wohi sharab hoon
Kaam Dev ka sutra padha hai
Main wohi kitaab hoon
Main wohi kitaab hoon

Banjo si bajti hun
Khwaabon mein sajti hun
Kar le mere gentlemen kharabi zara
Whisky si chadhti hun
Hichki si phasti hun
Ban ja mere gentlemen sharabi zara
Bhool jaayein hum jo khud ko
Aisi may tu pila de zara
"
1270,The Dirty Picture ,2011,Ishq Sufiyana,Kamal Khan,Vishal Shekhar,Rajat Arora,"Rab ki qawwali hai ishq koyi
Dil ki Diwali hai ishq koyi
Mehki si pyaali hai ishq koyi
Subah ki laali hai ishq
Girta sa jharna hai ishq koyi
Uthta sa kalma hai ishq koyi
Saanson mein lipta hai ishq koyi
Aankhon mein dikhta hai ishq

Mere dil ko tu jaan se juda kar de
Yoon bas tu mujhko fana kar de
Mera haal tu, meri chaal tu
Bas kar de aashikana

Tere vaaste mera Ishq sufiyana
Mera ishq sufiyana, mera ishq sufiyana x (2)

Rab ki qawwali hai ishq koyi
Dil ki Diwali hai ishq koyi
Mehki si pyaali hai ishq koyi
Subah ki laali hai ishq

Sochoon tujhe to hai subah
Sochoon tujhe to shaam hai
Ho manzilon pe ab to meri
Ek hi tera naam hai
Tere aag meri jal ke
Koyle se Mira ban ke
Khwabon se aage chal ke
Hai tujhe batana

Tere vaaste mera ishq sufiyana
Mera ishq sufiyana, mera ishq sufiyana x (2)

Sath saath chalte chalte
Hath chhoot jaayenge
Aisi raahon mein milo na
Baatein baatein karte karte
Raat kat jaayegi
Aisi raaton mein milo na
Kya hum hain, kya Rab hai
Jahan tu hai, wahin sab hai
Tere lab mile, mere lab khile
Ab door kya hai jana

Tere vaaste mera ishq sufiyana
Mera ishq sufiyana, mera ishq sufiyana x (2)

Rab ki qawwali hai ishq koyi
Dil ki Diwali hai ishq koyi
Mehki si pyaali hai ishq koyi
Subah ki laali hai ishq

Mere dil ko tu jaan se juda kar de
Yoon bas tu mujhko fana kar de
Mera haal tu, meri chaal tu
Bas kar de aashikana

Tere vaaste mera ishq sufiyana
Mera ishq sufiyana, mera ishq sufiyana x (2)
"
1271,The Great Gambler ,1979,Main Tumko Kya Kahoon,"Asha Bhosle, Kishore Kumar",R. D. Burman,Anand Bakshi,"Pehle pehle pyar ki mulakatein yaad hain
Yaad hain
Mujhko to tumhari saari baatein yaad hain
Achcha
Pehle pehle pyar ki mulakatein yaad hain
Mujhko to tumhari saari baatein yaad hain
Tumko kaise bhool gaya dil ka yeh afsana
Main tumko kya kahoon
Ho main tumko kya kahoon
Deewana, deewana
Haan main tumko kya kahoon
Deewana, deewana
Main tumko kya kahoon
Kaha na! deewana
O main tumko kya kahoon
Deewana

Kitne logon se main milkar bhool jata hoon
Yeh to main jaanti hoon
Meri aadat hai aksar main bhool jata hoon
Haan baba haan jaanti hoon
Kitne logon se main milkar bhool jata hoon
Meri aadat hai aksar main bhool jata hoon
Dekha phir kuch bhool gaya, mujhko yaad dilana
Mera kya naam hai
Yeh bhi bhool gaye
Mera kya naam hai
Anjana
Ho mera kya naam hai
Anjana
Bas main tumko kya kahoon
Deewana

Achchha main sab baaton ka hisab rakhoonga
Yaad rahega na
Bilkul
Yaadon aur vaadon ki ek kitab rakhoonga
Dekho bhoolna nahin
Bilkul nahin
Achchha main sab baaton ka hisab rakhoonga
Yaadon aur vaadon ki ek kitab rakhoonga
Sabse pehle usmein tum apna naam likhana
Tera kya naam hai
Tera kya naam hai
Sultana
Ho tera kya naam hai
Sultana
Main tumko kya kahoon
Kaha na deewana
Main tumko kya kahoon
Deewana
Main tumko kya kahoon
Deewana
"
1272,The Great Gambler ,1979,Do Lafzon Ki Hai Dil Ki Kahani,"Asha Bhosle, Amitabh Bachchan, Sharad Kumar",R. D. Burman,Anand Bakshi,"Do lafzon ki hai dil ki kahani
Ya hai mohabbat, ya hai jawani
Do lafzon ki hai dil ki kahani
Ya hai mohabbat, ya hai jawani

Dil ki baaton ka matlab na poochho
Kuchh aur humse bas ab na poochho
Dil ki baaton ka matlab na poochho
Kuchh aur humse bas ab na poochho
Jiske liye hai duniya deewani
Ya hai mohabbat, ya hai hai jawani

Yeh kashti wala kya ga raha hai
Koi ise bhi yaad aa raha hai
Yeh kashti wala kya ga raha hai
Koi ise bhi yaad aa raha hai
Kisse puraane, yaadein puraani
Ya hai mohabbat, ya hai jawani

Is zindagi ke din kitne kam hai
Kitni hai kushiyan aur kitne gham hain
Is zindagi ke din kitne kam hai
Kitni hai kushiyan aur kitne gham hain
Lag ja gale se rut hai suhani
Ya hai mohabbat, ya hai jawani
Do lafzon ki hai dil ki kahani
Ya hai mohabbat, ya hai jawani
"
1273,The Hero ,2003,In Mast Nigahon Se Mujhko Na Pila Dena,"Udit Narayan, Sunidhi Chauhan",Uttam Singh,Anand Bakshi,"In mast nigahon se mujhko na pila dena
In mast nigahon se mujhko na pila dena
Tum ek musalman ko qafir na bana dena

Mohabbat mein nigahon se o ho
Mohabbat mein nigahon se
Zubaan ka kaam lete ho
Kisi ki baat karte ho
Kisi ka naam lete ho

Shehanshah ho ki malika ho
Salaami hum nahin karte
Shehanshah ho ki malika ho
Salaami hum nahin karte
Haseena ho ke botal ho
Haseena ho ke botal ho
Gulami hum nahin karte
Aye huzoor jo kehna hai kaho khul ke
Maine kaha jo kehna hai kaho khul ke
Bahaane kyun banaate ho
Haseeno ki gali mein
Tum bhi apna sar jhukaate ho

Sar jis pe na jhuk jaayein
Ab main jo kehne ja raha hoon
Na kisi ne kaha hai
Na kisi ne suna hai
Mulahiza farmaayein huzoor
Irshad, irshad, irshad

Sar jis pe na jhuk jaayein
Use dar nahin kehte
Sar jis pe na jhuk jaayein
Use dar nahin kehte
Har dar pe jo jhuk jaaye
Har dar pe jo jhuk jaaye
Use sar nahin kehte
Sar jis pe na jhuk jaayein
Use dar nahin kehte

O sahib dekh kar humko
Hansi kyun aa gayi tumko
Hamara naam heero hai
Hamara naam heero hai
Hamein jokar nahin kehte
Ho sar jis pe na jhuk jaayein
Use dar nahin kehte

O woh aur hain peete hi
Khul jaate hain munh jinke
Woh aur hain peete hi
Khul jaate hain munh jinke
Pee jaate hain hum sab kuchh o
Pee jaate hain hum sab kuchh
Kuchh pee kar nahin kehte
Sar jis pe na jhuk jaayein
Use dar nahin kehte
Ho sar jis pe na jhuk jaayein
Use dar nahin kehte
Har dar pe jo jhuk jaaye
Use sar nahin kehte
Sar jis pe na jhuk jaayein
Use dar nahin kehte

In mast nigahon se mujhko na pila dena
In mast nigahon se mujhko na pila dena
Tum ek musalman ko qafir na bana dena
Sar jis pe na jhuk jaayein
Use dar nahin kehte
Sar jis pe na jhuk jaayein
Use dar nahin kehte
Har dar pe jo jhuk jaaye
Use sar nahin kehte
Sar jis pe na jhuk jaayein
Use dar nahin kehte
Sar jis pe na jhuk jaayein
Use dar nahin kehte
"
1274,The Legend Of Bhagat Singh ,2002,Soora Sau Pehchaniye Jo Lade Deen Ke Hait,"Sukhwinder Singh, Karthik, Raquib",A. R. Rahman,Kabir,"Soora sau pehchaniye jo lade deen ke hait
Purja purja kat mare, kabhun na chhade khait

Jau tau prem khelan ka chaao
Sir dhar tali gali meri aao

Soora sau pehchaniye jo lade deen ke hait
Purja purja kat mare, kabhun na chhade khait
Jau tau prem khelan ka chaao
Sir dhar tali gali meri aao
"
1275,The Shaukeens ,2014,Lonely,Anu Malik,Vikram Nagi,Vikram Nagi,"In the Lonely days, in the lonely nights
Teri yaad aaye
In the lonely days, in the lonely nights
Teri yaad aaye
Lonely lonely I am lonely, lonely x 2

My heart is burning for you
Day night I'm cryin' for you
Kyon mujhko chod gaya tu
Chod gaya tu, chod gaya tu
Chaya ye paagalpan hai
Kyon ye aawarapan hai
Haan mujhko hosh nahin
Ab hosh nahin, ab hosh nahin

In the lonely days, in the lonely nights
Teri yaad aaye
In the lonely days, in the lonely nights
Teri yaad aaye

I have no buddy buddy
I am so lonely buddy
Har pal bas teri yaad sataye
Aankhon me neend nahin hai
Raaton mein mujhko tanha tanha
Chod gaya hai tu kyon mujhko
Teri hardam yaad sataye
Tuhi itna yaad kyon aaye
Lagta hai kyon aisa mujhko
Ki tuhi hai mera pyaar

In the lonely days, in the lonely nights
Teri yaad aaye
In the lonely days, in the lonely nights
Teri yaad aaye
Yaad aaye lonely lonely - 4
I have no buddy buddy
I am so lonely buddy
Har pal bas teri yaad sataye
"
1276,The Shaukeens ,2014,Ishq Kutta Hai,Mika Singh,Vikram Nagi,Shabbir Ahmed,"Chota tha jab ghar mein laya
Hath se maine doodh pilaya
Pyaara pyaara cutie pilla tha
Baby se bulldog banaya
Phir saale ne jaat dikhaya
Ik din uska patta dheela tha
Zanjeerein tod ke mere peechhe bhaga
No injection working aisa kaata
Kutta hai, kutta hai, Ishq kutta hai - (4 times)

Ik beautiful si ladki ne aisa sabak sikhaya
Main bhoola saari beauty jab nikli saali jhoothi
Ho ik beautiful si ladki ne aisa sabak sikhaya
Main bhoola saari beauty jab nikli saali jhoothi
Khoon se likh kar love letter
College mein use pataaya tha
Ishq mein jeeta marta tha main
Ishq e Khuda banaya tha
Ab tak kitne kaanon mein ye baitha
Har aashiq ke kaan mein usne moota
Kutta hai, kutta hai, ishq kutta hai
Kutta hai, kutta hai, ishq
Kutta hai, kutta hai, ishq kutta hai - (4 times)

Haaye mere armanon ki arthi pe nikli uski doli
Wo mera band bajaa ke, mujhko hi de gayi goli
Ho mere armanon ki arthi pe nikli uski doli
Wo mera band bajaa ke, mujhko hi de gayi goli
Ik-ik paisa jod-jod ke usko aish karaata tha
Multiplex mein jaa-jaa karke usko film dikhata tha
Tu bhi kameeni khoon ke aansoo royegi
Tujhko bhi kaatega ye ik din pakka hai
Kutta hai, kutta hai, ishq kutta hai
Kutta hai, kutta hai, ishq
Kutta hai, kutta hai, ishq kutta hai - (4 times)

Kaisi manhooh ghadi thi
Jab us-se aankh ladi thi
Dil mera dol gaya tha
Wo aisi sohni kudi thi
Haaye kaisi manhooh ghadi thi
Jab us-se aankh ladi thi
Dil mera dol gaya tha
Wo aisi sohni kudi thi
Tanki full karaa karke
Use saara shehar ghumata tha
Uske gaalon ki pappi ke liye
Saara cash lutaata tha
Jisne bhi is-se zyaada laad lagaya hai
Haddi samajhke isne usko khaya hai
Kutta hai, kutta hai, ishq kutta hai
Kutta hai, kutta hai, ishq
Kutta hai, kutta hai, ishq kutta hai - (4 times)
"
